"Word","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","color","compensation","coordinates","correct","correct_button_mouse","correct_button_mouse_1","correct_instructions","correct_mouse","correct_mouse_1","correct_response","count_Color","count_Color_1","count_Word","count_Word_1","count_block_loop","count_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_fixation","count_fixation_1","count_instructions","count_logger","count_logger_1","count_mouse","count_mouse_1","count_reset_feedback","count_tester","count_trial_sequence","count_trial_sequence_1","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","initiation_time_mouse_1","live_row","live_row_block_loop","live_row_experimental_loop","logfile","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_mouse_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","response_time_mouse_1","round_decimals","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Color","time_Color_1","time_Word","time_Word_1","time_block_loop","time_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_fixation","time_fixation_1","time_instructions","time_logger","time_logger_1","time_mouse","time_mouse_1","time_reset_feedback","time_tester","time_trial_sequence","time_trial_sequence_1","timestamps_mouse","timestamps_mouse_1","title","total_correct","total_response_time","total_responses","trial_type","uniform_coordinates","width","xpos_mouse","xpos_mouse_1","ypos_mouse","ypos_mouse_1"
"Slaughter","undefined","undefined","undefined","undefined","black","yes","psycho","#dada00","0","uniform","1","orange_button","NA","undefined","1","NA","orange_button","0","NA","NA","NA","0","0","0","0","0","0","NA","0","0","NA","0","NA","0","0","0","NA","Thu Oct 27 10:14:45 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","298.67899999953806","298.67899999953806","NA","0","0","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking/subject-90000.csv","Lentiform Loewenfeld","3.3.12","no","0","orange_button","NA","space","orange_button","NA","687.5821000430733","NA","1222.4848000332713","687.5821000430733","NA","2","1024","2","48000","-16","experiment","90000","even","22450.56559983641","NA","NA","NA","21087.908499874175","21087.667200015858","NA","19795.504699926823","21086.938299937174","21235.734599875286","NA","19862.782899988815","23156.165599822998","NA","22450.905399862677","NA","NA","22241.166699910536","21225.42389994487","NA","[22465.898899827152, 22476.275299908593, 22486.57269985415, 22496.843399945647, 22507.097400026396, 22517.297599930316, 22527.53570000641, 22537.806399865076, 22548.031199956313, 22558.253899915144, 22568.637799937278, 22578.926699934527, 22589.27799994126, 22599.676299840212, 22610.02769996412, 22620.53949991241, 22631.07359991409, 22641.342799877748, 22651.79059980437, 22662.1095999144, 22672.397499904037, 22682.61339981109, 22692.921599838883, 22703.188400017098, 22713.41810002923, 22723.70299999602, 22733.913499861956, 22744.141399860382, 22754.3700998649, 22764.57789982669, 22774.838499957696, 22785.20069993101, 22795.50929996185, 22805.77449989505, 22816.10929989256, 22826.57579984516, 22836.834899848327, 22847.105599939823, 22857.349099824205, 22867.965099867433, 22878.386799944565, 22888.630099827424, 22898.87319994159, 22909.12969992496, 22919.783999910578, 22930.027900030836, 22940.280299866572, 22950.509999878705, 22960.750499973074, 22971.05469997041, 22981.307099806145, 22991.644999943674, 23002.030399860814, 23012.37399992533, 23022.621399955824, 23032.848399830982, 23043.171199969947, 23053.426099941134, 23063.81079996936, 23074.14669985883, 23084.378799889237, 23094.641499919817, 23104.88220001571, 23115.113199921325, 23125.33749989234, 23135.60189981945, 23146.133999805897, 23153.480999870226]","NA","Extended template","0","0","0","emotion","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 26.0, 88.0, 102.0, 127.0, 187.0, 211.0, 251.0, 254.0, 258.0, 264.0, 267.0, 270.0, 275.0, 288.0, 293.0, 301.0, 307.0, 309.0, 316.0, 318.0, 320.0, 320.0, 320.0, 322.0, 322.0, 322.0, 322.0, 323.0, 324.0, 324.0, 324.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -12.0, -17.0, -49.0, -60.0, -79.0, -103.0, -120.0, -135.0, -137.0, -140.0, -145.0, -147.0, -152.0, -155.0, -172.0, -178.0, -196.0, -208.0, -211.0, -218.0, -221.0, -223.0, -223.0, -223.0, -224.0, -224.0, -224.0, -224.0, -225.0, -225.0, -225.0, -225.0, -225.0, -225.0, -225.0, -225.0, -225.0, -225.0]","NA"
"Bagel","undefined","undefined","undefined","undefined","black","yes","psycho","#dada00","0","uniform","1","orange_button","NA","undefined","1","NA","orange_button","1","NA","NA","NA","0","0","0","0","0","1","NA","0","1","NA","1","NA","0","1","1","NA","Thu Oct 27 10:14:45 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","441.28790008835495","441.28790008835495","NA","1","1","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking/subject-90000.csv","Lentiform Loewenfeld","3.3.12","no","0","orange_button","NA","space","orange_button","NA","737.0861999224871","NA","1222.4848000332713","737.0861999224871","NA","2","1024","2","48000","-16","experiment","90000","even","24508.790199877694","NA","NA","NA","21087.908499874175","21087.667200015858","NA","19795.504699926823","21086.938299937174","23294.43459981121","NA","19862.782899988815","25249.84569987282","NA","24509.08500002697","NA","NA","24299.096799921244","23287.254499970004","NA","[24510.3867999278, 24520.84429981187, 24531.095899874344, 24541.31589992903, 24551.740600029007, 24562.04509991221, 24572.28029984981, 24582.503399811685, 24592.740799998865, 24602.97150001861, 24613.18779992871, 24623.40099993162, 24633.62229987979, 24643.953299848363, 24654.216999886557, 24664.417499909177, 24674.637399846688, 24684.96560002677, 24695.19170001149, 24705.414699856192, 24715.639399830252, 24725.859199883416, 24736.125399824232, 24746.35499995202, 24756.619199877605, 24766.808699816465, 24777.0194998011, 24787.23709983751, 24797.41909983568, 24807.65899992548, 24818.072099937126, 24828.653499949723, 24838.896799832582, 24849.089399911463, 24859.308799961582, 24869.537699967623, 24879.71149990335, 24889.920299872756, 24900.135499890894, 24910.516100004315, 24920.789900003, 24931.029999861494, 24941.26919982955, 24951.674700016156, 24962.34849980101, 24972.591699799523, 24982.813199982047, 24993.074500001967, 25003.31970001571, 25013.744399882853, 25024.02239991352, 25034.505699994043, 25044.81150000356, 25055.526399984956, 25065.810799831524, 25076.057699974626, 25086.687000002712, 25097.013199934736, 25107.27329994552, 25117.764999857172, 25128.120600013062, 25138.360899873078, 25148.57880002819, 25158.812999958172, 25169.075599871576, 25179.272799985483, 25189.500599866733, 25199.717999901623, 25209.95910000056, 25220.191000029445, 25230.626799864694, 25240.938699804246, 25247.472999850288]","NA","Extended template","0","0","0","neutral","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 40.0, 74.0, 131.0, 165.0, 210.0, 240.0, 260.0, 277.0, 285.0, 306.0, 309.0, 312.0, 315.0, 316.0, 318.0, 318.0, 318.0, 318.0, 318.0, 318.0, 318.0, 318.0, 318.0, 318.0, 317.0, 317.0, 316.0, 316.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -6.0, -24.0, -52.0, -106.0, -136.0, -180.0, -204.0, -219.0, -237.0, -240.0, -250.0, -251.0, -252.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0, -253.0]","NA"
"Dog","undefined","undefined","undefined","undefined","black","yes","psycho","#aa007f","0","uniform","1","violet_button","NA","undefined","1","NA","violet_button","2","NA","NA","NA","0","0","0","0","0","2","NA","0","2","NA","2","NA","0","2","2","NA","Thu Oct 27 10:14:45 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","358.9993000496179","358.9993000496179","NA","2","2","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking/subject-90000.csv","Lentiform Loewenfeld","3.3.12","no","0","violet_button","NA","space","violet_button","NA","918.5905000194907","NA","1222.4848000332713","918.5905000194907","NA","2","1024","2","48000","-16","experiment","90000","even","26596.327199833468","NA","NA","NA","21087.908499874175","21087.667200015858","NA","19795.504699926823","21086.938299937174","25381.88809994608","NA","19862.782899988815","27519.247099990025","NA","26596.565200015903","NA","NA","26387.032500002533","25374.60959982127","NA","[26597.857999848202, 26608.243299880996, 26618.642800021917, 26628.86319984682, 26639.087999938056, 26649.303099839017, 26659.56229995936, 26669.827200006694, 26680.032199947163, 26690.272099804133, 26700.69279987365, 26710.999900009483, 26721.254999982193, 26731.46569984965, 26741.690499940887, 26751.927899895236, 26762.21890002489, 26772.478400031105, 26782.68149984069, 26792.871499899775, 26803.10279992409, 26813.32409987226, 26823.53219995275, 26833.875899901614, 26844.226900022477, 26854.46389997378, 26864.679099991918, 26874.912799801677, 26885.166099993512, 26895.37479984574, 26905.610600020736, 26915.855799801648, 26926.117399940267, 26936.35049997829, 26946.59879989922, 26956.85729989782, 26967.388099990785, 26977.724700002, 26987.974899820983, 26998.248499818146, 27008.512899978086, 27018.84359982796, 27029.33429996483, 27039.592899847776, 27049.844899913296, 27060.106699820608, 27070.59479993768, 27081.054599955678, 27091.40559984371, 27101.831399835646, 27112.16319981031, 27122.44059983641, 27132.68999988213, 27143.046899931505, 27153.30689982511, 27163.54069998488, 27173.777299933136, 27184.105899883434, 27194.470999995247, 27204.714799998328, 27214.92849988863, 27225.15199985355, 27235.35959981382, 27245.569699909538, 27255.79630001448, 27265.981199918315, 27276.1845998466, 27286.493899999186, 27296.753299888223, 27306.99189985171, 27317.387099843472, 27327.623500023037, 27337.838899809867, 27348.02299994044, 27358.269599964842, 27368.5410998296, 27378.76919982955, 27388.999699847773, 27399.222899926826, 27409.48209981434, 27419.71359984018, 27429.929099977016, 27440.166199812666, 27450.59339981526, 27460.872299969196, 27471.10029985197, 27481.315799988806, 27491.555399959907, 27501.789399888366, 27512.007999932393, 27516.448499867693]","NA","Extended template","0","0","0","neutral","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.0, -44.0, -76.0, -128.0, -162.0, -176.0, -216.0, -224.0, -244.0, -250.0, -262.0, -277.0, -284.0, -292.0, -295.0, -301.0, -301.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0, -302.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -4.0, -28.0, -48.0, -90.0, -108.0, -123.0, -162.0, -168.0, -197.0, -205.0, -221.0, -232.0, -238.0, -247.0, -252.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0, -258.0]","NA"
"Water","undefined","undefined","undefined","undefined","black","yes","psycho","#00aaff","0","uniform","1","blue_button","NA","undefined","1","NA","blue_button","3","NA","NA","NA","0","0","0","0","0","3","NA","0","3","NA","3","NA","0","3","3","NA","Thu Oct 27 10:14:45 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","318.5068001039326","318.5068001039326","NA","3","3","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/BigFiveStudyGroup/PercAct/Mousetracking/subject-90000.csv","Lentiform Loewenfeld","3.3.12","no","0","blue_button","NA","space","blue_button","NA","713.1353002041578","NA","1222.4848000332713","713.1353002041578","NA","2","1024","2","48000","-16","experiment","90000","even","28858.98539982736","NA","NA","NA","21087.908499874175","21087.667200015858","NA","19795.504699926823","21086.938299937174","27644.98859993182","NA","19862.782899988815","29576.851199846715","NA","28859.301599906757","NA","NA","28649.75899993442","27638.554899953306","NA","[28860.771499807015, 28871.17789988406, 28881.417999975383, 28891.638699918985, 28901.885399827734, 28912.09140000865, 28922.307499917224, 28932.50699993223, 28942.812299821526, 28953.101399820298, 28963.321099989116, 28973.55129988864, 28983.937399927527, 28994.199599837884, 29004.43029985763, 29014.666999923065, 29024.89380002953, 29035.113799851388, 29045.31309986487, 29055.5360999424, 29065.7593999058, 29075.97739994526, 29086.233099922538, 29096.43749985844, 29106.70270002447, 29117.46419989504, 29127.786699915305, 29138.02249985747, 29148.256300017238, 29158.48659980111, 29168.745399918407, 29179.278299910948, 29189.54349984415, 29199.77009994909, 29210.252899909392, 29220.502899959683, 29231.256800005212, 29241.615999955684, 29251.90859986469, 29262.188999913633, 29272.57139980793, 29282.91039983742, 29293.16969984211, 29303.538199979812, 29314.080799929798, 29324.34169994667, 29334.599799942225, 29344.844499835745, 29355.268199928105, 29365.504999877885, 29375.791399972513, 29386.06399996206, 29396.30169980228, 29406.552799977362, 29416.93629999645, 29427.19979980029, 29437.41439981386, 29447.678699856624, 29457.95729989186, 29468.334699980915, 29478.571699932218, 29488.806099863723, 29499.022600008175, 29509.267499903217, 29519.51549993828, 29529.73739989102, 29539.983799913898, 29550.32359994948, 29560.64169993624, 29570.944799808785, 29573.906800011173]","NA","Extended template","0","0","0","neutral","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.0, -21.0, -95.0, -117.0, -179.0, -195.0, -221.0, -244.0, -253.0, -278.0, -286.0, -301.0, -312.0, -328.0, -359.0, -365.0, -371.0, -384.0, -388.0, -392.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0, -393.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 5.0, 24.0, 90.0, 105.0, 156.0, 174.0, 185.0, 199.0, 211.0, 233.0, 237.0, 245.0, 255.0, 271.0, 294.0, 299.0, 302.0, 310.0, 312.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0]","NA"
