"Word","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","color","compensation","coordinates","correct","correct_button_mouse","correct_button_mouse_1","correct_instructions","correct_mouse","correct_mouse_1","correct_response","count_Color","count_Color_1","count_Word","count_Word_1","count_block_loop","count_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_fixation","count_fixation_1","count_instructions","count_logger","count_logger_1","count_mouse","count_mouse_1","count_reset_feedback","count_tester","count_trial_sequence","count_trial_sequence_1","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","initiation_time_mouse_1","live_row","live_row_block_loop","live_row_experimental_loop","logfile","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_mouse_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","response_time_mouse_1","round_decimals","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Color","time_Color_1","time_Word","time_Word_1","time_block_loop","time_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_fixation","time_fixation_1","time_instructions","time_logger","time_logger_1","time_mouse","time_mouse_1","time_reset_feedback","time_tester","time_trial_sequence","time_trial_sequence_1","timestamps_mouse","timestamps_mouse_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mouse","xpos_mouse_1","ypos_mouse","ypos_mouse_1"
"Finger","undefined","undefined","undefined","undefined","black","yes","psycho","#00aa00","0","uniform","1","green_button","NA","undefined","1","NA","green_button","0","NA","NA","NA","0","0","0","0","0","0","NA","0","0","NA","0","NA","0","0","0","NA","Fri Oct 14 08:53:06 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","740.5446000047959","740.5446000047959","NA","0","0","0","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking/subject-35.csv","Lentiform Loewenfeld","3.3.12","no","0","green_button","NA","space","green_button","NA","1130.181900007301","NA","13319.270599997253","1130.181900007301","NA","2","1024","2","48000","-16","experiment","35","odd","18269.245699993917","NA","NA","NA","17978.273000000627","17978.092199991806","NA","4625.310299990815","17977.40029999113","18049.0090999956","NA","4656.250899992301","19404.73869998823","NA","18269.432499990216","NA","NA","18063.52589999733","18043.69229999429","NA","[18270.81579998776, 18281.13079999457, 18291.37079999782, 18301.559799991082, 18311.822199990274, 18321.970999997575, 18332.183799997438, 18342.279299991787, 18352.378399998997, 18362.472399996477, 18372.569899991504, 18382.66589998966, 18392.758899994078, 18402.886600000784, 18413.109799992526, 18423.204299993813, 18433.301599987317, 18443.454699998256, 18453.55130000098, 18463.647699987632, 18473.73699999298, 18483.833399994182, 18494.033499999205, 18504.128100001253, 18514.216299998225, 18524.3247999897, 18534.427199992933, 18544.517399990582, 18554.603999989922, 18564.69559999823, 18574.871499993606, 18585.312999988673, 18595.582199995988, 18605.70239998924, 18615.90289999731, 18625.992999994196, 18636.085499994806, 18646.183299992117, 18656.291099992814, 18666.384399999515, 18676.477899993188, 18686.59359999583, 18696.687399991788, 18706.781899993075, 18716.893599994364, 18726.989399991, 18737.137999996776, 18747.261600001366, 18757.397699999274, 18767.802499991376, 18778.15230000124, 18788.298699990264, 18798.446799992234, 18809.018399988418, 18819.34829999227, 18829.43929999601, 18839.52509998926, 18849.617100000614, 18859.703800000716, 18869.793899997603, 18879.89079998806, 18889.98969999375, 18900.08979999402, 18910.2458999987, 18920.336700000917, 18930.5355999968, 18940.621799993096, 18950.71839999582, 18960.805399998208, 18970.89729999425, 18980.986700000358, 18991.070899995975, 19001.248699991265, 19011.360399992554, 19021.500899994862, 19031.621699992684, 19041.723299989826, 19051.82579999382, 19061.936899990542, 19072.031699994113, 19082.14389999921, 19092.3119999934, 19102.480799992918, 19112.697699994897, 19123.032699993928, 19133.347999988473, 19143.52469998994, 19153.775399987353, 19163.89649998746, 19174.009499998647, 19184.213799991994, 19194.348099990748, 19204.446499992628, 19214.563099987572, 19224.698099991656, 19234.811999995145, 19244.922999991104, 19255.03149999713, 19265.26849999209, 19275.392600000487, 19285.51579998748, 19295.67359999055, 19305.78830000013, 19315.911699988646, 19326.01920000161, 19336.123299988685, 19346.23919999285, 19356.376199997612, 19366.48409999907, 19376.596899994183, 19386.70019998972, 19396.809300000314, 19400.99769999506]","NA","Extended template","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -5.0, -9.0, -10.0, -6.0, 4.0, 32.0, 47.0, 58.0, 69.0, 85.0, 94.0, 102.0, 127.0, 142.0, 156.0, 177.0, 222.0, 253.0, 283.0, 313.0, 362.0, 379.0, 391.0, 395.0, 400.0, 402.0, 404.0, 412.0, 419.0, 428.0, 432.0, 443.0, 448.0, 453.0, 453.0, 454.0, 454.0, 454.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -2.0, 2.0, 4.0, 12.0, 23.0, 46.0, 56.0, 64.0, 72.0, 82.0, 86.0, 89.0, 95.0, 100.0, 105.0, 112.0, 128.0, 141.0, 154.0, 167.0, 189.0, 195.0, 200.0, 202.0, 207.0, 209.0, 210.0, 213.0, 216.0, 219.0, 220.0, 223.0, 224.0, 224.0, 225.0, 225.0, 225.0, 225.0]","NA"
"Pain","undefined","undefined","undefined","undefined","black","yes","psycho","#dada00","0","uniform","1","orange_button","NA","undefined","1","NA","orange_button","1","NA","NA","NA","0","0","0","0","0","1","NA","0","1","NA","1","NA","0","1","1","NA","Fri Oct 14 08:53:06 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","40.73870000138413","40.73870000138413","NA","1","1","0","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking/subject-35.csv","Lentiform Loewenfeld","3.3.12","no","0","orange_button","NA","space","orange_button","NA","1051.0599999979604","NA","13319.270599997253","1051.0599999979604","NA","2","1024","2","48000","-16","experiment","35","odd","19752.329199996893","NA","NA","NA","17978.273000000627","17978.092199991806","NA","4625.310299990815","17977.40029999113","19538.950899994234","NA","4656.250899992301","20808.70719999075","NA","19752.473399988958","NA","NA","19546.867400000338","19534.413099987432","NA","[19753.75059999351, 19764.049599994905, 19774.19889999146, 19784.383499994874, 19794.489299994893, 19804.601199997705, 19814.72229999781, 19824.820199995884, 19834.909699988202, 19845.000199988135, 19855.10999998951, 19865.222099993844, 19875.31429999217, 19885.413600000902, 19895.509499998298, 19905.6045999896, 19915.721699988353, 19925.82799999218, 19935.9359999944, 19946.03819999611, 19956.144299998414, 19966.25499999209, 19976.355899998453, 19986.45779999788, 19996.55929999426, 20006.654400000116, 20016.755199991167, 20026.947499995003, 20037.075599990203, 20047.17959999107, 20057.270399993286, 20067.37289999728, 20077.47639999434, 20087.73649999057, 20097.91489999043, 20108.02829999011, 20118.17629999132, 20128.30060000124, 20138.50519999687, 20148.67549999326, 20158.794399991166, 20168.90939998848, 20179.031299994676, 20189.141599999857, 20199.268099997425, 20209.37499999127, 20219.482699991204, 20229.616899989196, 20239.735899987863, 20249.842699995497, 20259.955599991372, 20270.06869998877, 20280.224499991164, 20290.39829999965, 20300.570599996718, 20310.70249999175, 20320.916899989243, 20331.102199997986, 20341.2343999953, 20351.349299991853, 20361.480999999912, 20371.595099990373, 20381.7057999986, 20391.812399990158, 20401.922399993055, 20412.023699987913, 20422.183299990138, 20432.30859999312, 20442.40999998874, 20452.555199997732, 20462.723699994967, 20472.852199993213, 20483.03189998842, 20493.167599997832, 20503.695299994433, 20514.13820000016, 20524.266499996884, 20534.4053000008, 20544.62779998721, 20554.933899999014, 20565.124499989906, 20575.255599993397, 20585.388099992997, 20595.52239999175, 20605.665399998543, 20615.945500001544, 20626.064199997927, 20636.181999987457, 20646.305999995093, 20656.413599994266, 20666.518599988194, 20676.9709999935, 20687.606599996798, 20697.79120000021, 20707.921299996087, 20718.038099992555, 20728.14949999156, 20738.352899992606, 20748.6377999885, 20758.89179999649, 20769.05750000151, 20779.192699992564, 20789.300899996306, 20799.478000000818, 20804.81059999147]","NA","Extended template","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, 1.0, 6.0, 12.0, 24.0, 67.0, 89.0, 115.0, 144.0, 207.0, 235.0, 261.0, 290.0, 361.0, 397.0, 428.0, 466.0, 552.0, 588.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 628.0, 632.0, 618.0, 593.0, 581.0, 568.0, 553.0, 522.0, 507.0, 495.0, 484.0, 473.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 470.0, 469.0, 468.0, 467.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -3.0, -5.0, -9.0, -16.0, -26.0, -35.0, -50.0, -97.0, -123.0, -157.0, -191.0, -274.0, -319.0, -359.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -360.0, -187.0, -187.0, -191.0, -196.0, -202.0, -209.0, -223.0, -230.0, -236.0, -241.0, -245.0, -246.0, -247.0, -247.0, -247.0, -247.0, -247.0, -247.0, -247.0, -247.0, -246.0, -246.0, -246.0]","NA"
"Compiling...","undefined","undefined","undefined","undefined","black","yes","psycho","#00aaff","0","uniform","1","blue_button","NA","undefined","1","NA","blue_button","2","NA","NA","NA","0","0","0","0","0","2","NA","0","2","NA","2","NA","0","2","2","NA","Fri Oct 14 08:53:06 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","1024.0966999990633","1024.0966999990633","NA","2","2","0","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking/subject-35.csv","Lentiform Loewenfeld","3.3.12","no","0","blue_button","NA","space","blue_button","NA","1420.7948000112083","NA","13319.270599997253","1420.7948000112083","NA","2","1024","2","48000","-16","experiment","35","odd","21151.81909999228","NA","NA","NA","17978.273000000627","17978.092199991806","NA","4625.310299990815","17977.40029999113","20938.736899988726","NA","4656.250899992301","22575.02459999523","NA","21151.94209999754","NA","NA","20946.30349999352","20932.678599987412","NA","[21153.007399989292, 21163.237100001425, 21173.432199997478, 21183.560899997246, 21193.753999992623, 21203.891999990446, 21213.990899996134, 21224.090099989553, 21234.24919998797, 21244.438999987324, 21254.651899987948, 21264.847300000838, 21275.17789999547, 21285.52999999374, 21295.839300000807, 21306.146099988837, 21316.377099996316, 21326.552599988645, 21336.683599991375, 21346.77199998987, 21356.85859998921, 21366.96590000065, 21377.133699992555, 21387.22279999638, 21397.31739999843, 21407.407399994554, 21417.500899988227, 21427.692599987495, 21437.798300001305, 21447.890799987363, 21458.205799994175, 21468.45209998719, 21478.63189999771, 21488.840399993933, 21499.07579999126, 21509.21799999196, 21519.321100000525, 21529.4384000008, 21539.53999999794, 21549.645299994154, 21559.77539999003, 21569.895399996312, 21580.002899994724, 21590.18780000042, 21600.33439999097, 21610.44299999776, 21620.733899995685, 21630.92989999859, 21641.079900000477, 21651.308599990443, 21661.488699988695, 21671.612099991762, 21681.75489999703, 21691.856099991128, 21701.961699989624, 21712.061799989897, 21722.151999987545, 21732.283599994844, 21742.38479998894, 21752.503799987608, 21762.610699996003, 21772.711599987815, 21782.813799989526, 21792.901599998004, 21802.996599988546, 21813.113399999565, 21823.20929999696, 21833.297799996217, 21843.385899992427, 21853.475199997774, 21863.5673999961, 21873.689399988507, 21883.78579998971, 21893.876399990404, 21903.968899991014, 21914.06830000051, 21924.15859999892, 21934.290999997756, 21944.404800000484, 21954.50959999289, 21964.70289998979, 21974.857399996836, 21984.958000000915, 21995.112299991888, 22005.222199994023, 22015.344599989476, 22025.465300001088, 22035.595299996203, 22045.68379999546, 22055.810799996834, 22065.917200001422, 22076.010799995856, 22086.109899988514, 22096.20059998997, 22106.289199989988, 22116.377799990005, 22126.46249998943, 22136.557599995285, 22146.661699996912, 22156.752700000652, 22166.896099995938, 22177.104099988355, 22187.274399999296, 22197.384899991448, 22207.47749999282, 22217.594000001554, 22227.764399998705, 22237.923599997885, 22248.12920000113, 22258.366499998374, 22268.555399990873, 22278.697199988528, 22288.987799998722, 22299.115299989353, 22309.301399989636, 22319.446399997105, 22329.576599993743, 22339.780499998596, 22349.972999989404, 22360.175199995865, 22370.32729999919, 22380.44729999092, 22390.546999988146, 22400.66419998766, 22410.787599990726, 22420.899299992016, 22431.119899993064, 22441.283499996644, 22451.414499999373, 22461.54089999618, 22471.6550999874, 22481.764799988014, 22491.878799992264, 22502.00199999381, 22512.11009999679, 22522.21469998767, 22532.378399992012, 22542.510899991612, 22552.626399992732, 22562.747299991315, 22573.10090000101, 22573.8022000005]","NA","Extended template","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -3.0, -10.0, -19.0, -24.0, -31.0, -38.0, -55.0, -66.0, -75.0, -84.0, -99.0, -106.0, -116.0, -134.0, -142.0, -151.0, -162.0, -185.0, -200.0, -213.0, -224.0, -257.0, -270.0, -282.0, -285.0, -290.0, -307.0, -314.0, -322.0, -323.0, -323.0, -323.0, -323.0, -323.0, -323.0, -323.0, -323.0, -324.0, -324.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1.0, 2.0, 6.0, 15.0, 19.0, 25.0, 31.0, 46.0, 55.0, 63.0, 71.0, 85.0, 93.0, 102.0, 121.0, 130.0, 137.0, 147.0, 166.0, 180.0, 193.0, 206.0, 235.0, 247.0, 258.0, 262.0, 265.0, 282.0, 290.0, 297.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0]","NA"
"Mountain","undefined","undefined","undefined","undefined","black","yes","psycho","#00aa00","0","uniform","0","green_mountain","NA","undefined","0","NA","green_mountain","3","NA","NA","NA","0","0","0","0","0","3","NA","0","3","NA","3","NA","0","3","3","NA","Fri Oct 14 08:53:06 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","0","0","NA","3","3","0","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking/subject-35.csv","Lentiform Loewenfeld","3.3.12","no","0","green_button","NA","space","green_button","NA","1151.3631000125315","NA","13319.270599997253","1151.3631000125315","NA","2","1024","2","48000","-16","experiment","35","odd","22868.26089999522","NA","NA","NA","17978.273000000627","17978.092199991806","NA","4625.310299990815","17977.40029999113","22655.17689999251","NA","4656.250899992301","24023.870999997598","NA","22868.441099999472","NA","NA","22662.78539999621","22650.63009998994","NA","[22869.521299988264, 22879.9166999961, 22890.179900001385, 22900.460199991358, 22910.68319999613, 22921.148199995514, 22931.423699992592, 22941.578899990418, 22951.705899991794, 22961.821299992152, 22971.98989999015, 22982.2320999956, 22992.49229999259, 23002.740899988567, 23012.952099990798, 23023.084599990398, 23033.202799997525, 23043.343599987566, 23053.511099991738, 23063.61629998719, 23073.701199988136, 23083.788999996614, 23094.05039998819, 23104.20289999456, 23114.331999997376, 23124.44119999418, 23134.56779999251, 23144.69079999253, 23154.79799998866, 23164.895800000522, 23175.046199990902, 23185.194499994395, 23195.338199991966, 23205.43180000095, 23215.52649998921, 23225.615499992273, 23235.770300001604, 23245.87959999917, 23256.269899997278, 23266.82279999659, 23277.28379999462, 23287.44139999617, 23297.558999998728, 23307.691199996043, 23317.82409999869, 23327.982299990254, 23338.138599996455, 23348.30789999978, 23358.51169998932, 23368.756099996972, 23378.99299999117, 23389.16469999822, 23399.28849998978, 23409.39879999496, 23419.5417999872, 23429.705799993826, 23439.861999999266, 23450.201899991953, 23460.447199991904, 23470.68990000116, 23480.824899990694, 23490.93939999875, 23501.170199990156, 23511.33989999653, 23521.452899993164, 23531.56879999733, 23541.67179999058, 23551.837299994077, 23561.992199989618, 23572.13449999108, 23582.939899992198, 23593.53349999583, 23603.672599987476, 23613.80669999926, 23623.951599991415, 23634.646699996665, 23646.609999996144, 23656.94539999822, 23667.259699999704, 23677.50619999424, 23687.726499993005, 23698.05500000075, 23708.299299993087, 23718.488799990155, 23728.630799989332, 23738.796199992066, 23749.144899993553, 23759.65809999616, 23769.901399995433, 23780.082899989793, 23790.307599992957, 23800.61659999774, 23810.849000001326, 23821.046500001103, 23831.239299994195, 23841.444399993634, 23851.633899990702, 23861.756099999184, 23871.872999996413, 23881.98299999931, 23892.079099998227, 23902.206300001126, 23912.38650000014, 23922.49399999855, 23932.622199994512, 23942.716999998083, 23952.82479999878, 23962.924199993722, 23973.01579998748, 23983.118399992236, 23993.22219999158, 24003.326299993205, 24013.45539999602, 24020.884400000796]","NA","Extended template","0","0","0","yes","1024","[0, 2.0, 4.0, 8.0, 15.0, 17.0, 19.0, 24.0, 26.0, 28.0, 31.0, 35.0, 36.0, 37.0, 38.0, 40.0, 40.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 42.0, 42.0, 42.0, 43.0, 43.0, 43.0, 43.0, 43.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 46.0, 48.0, 50.0, 55.0, 57.0, 59.0, 61.0, 63.0, 65.0, 69.0, 79.0, 87.0, 94.0, 97.0, 114.0, 123.0, 134.0, 149.0, 177.0, 192.0, 207.0, 234.0, 247.0, 257.0, 266.0, 273.0, 280.0, 285.0, 293.0, 302.0, 307.0, 309.0, 313.0, 315.0, 317.0, 321.0, 323.0, 325.0, 331.0, 334.0, 337.0, 339.0, 343.0, 344.0, 346.0, 347.0, 351.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 352.0, 353.0]","NA","[0, -3.0, -7.0, -10.0, -17.0, -21.0, -23.0, -27.0, -28.0, -30.0, -33.0, -36.0, -37.0, -37.0, -38.0, -39.0, -40.0, -40.0, -41.0, -41.0, -41.0, -41.0, -42.0, -42.0, -43.0, -43.0, -43.0, -44.0, -45.0, -45.0, -45.0, -45.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -46.0, -44.0, -41.0, -38.0, -36.0, -35.0, -33.0, -32.0, -28.0, -20.0, -13.0, -7.0, -5.0, 6.0, 14.0, 22.0, 30.0, 46.0, 56.0, 64.0, 77.0, 84.0, 88.0, 93.0, 97.0, 103.0, 106.0, 113.0, 119.0, 123.0, 126.0, 132.0, 136.0, 141.0, 151.0, 158.0, 161.0, 176.0, 185.0, 188.0, 195.0, 204.0, 207.0, 212.0, 216.0, 221.0, 223.0, 224.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0]","NA"
"Chair","undefined","undefined","undefined","undefined","black","yes","psycho","#aa007f","0","uniform","1","violet_button","NA","undefined","1","NA","violet_button","4","NA","NA","NA","0","0","0","0","0","4","NA","0","4","NA","4","NA","0","4","4","NA","Fri Oct 14 08:53:06 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking","no","mono","no","18","no","white","no","yes","768","0","0","NA","4","4","0","C:/Users/frede/Documents/Uni/AU/Semester 3/Perception & action/Class/experiment/PercAct/Mousetracking/subject-35.csv","Lentiform Loewenfeld","3.3.12","no","0","violet_button","NA","space","violet_button","NA","700.5213999946136","NA","13319.270599997253","700.5213999946136","NA","2","1024","2","48000","-16","experiment","35","odd","24371.364699996775","NA","NA","NA","17978.273000000627","17978.092199991806","NA","4625.310299990815","17977.40029999113","24152.033399994252","NA","4656.250899992301","25076.657899990096","NA","24371.54159999045","NA","NA","24165.654500000528","24146.461199998157","NA","[24372.463199993945, 24383.05629999377, 24393.32469999499, 24403.66229999927, 24413.993099995423, 24424.256999991485, 24434.501499999897, 24444.692399993073, 24454.868799992255, 24464.98459999566, 24475.090099993395, 24485.25040000095, 24495.379499989212, 24505.483399989316, 24515.58649999788, 24525.69749999384, 24535.83149999031, 24545.937799994135, 24556.046799989417, 24566.146599987405, 24576.244199997745, 24586.349299992435, 24596.452799989493, 24606.54870000144, 24616.64509998809, 24626.892699991004, 24637.098799998057, 24647.22279999114, 24657.326899992768, 24667.439299999387, 24677.55659999966, 24687.67349999689, 24697.789599988027, 24707.89479999803, 24718.01019999839, 24728.122399988933, 24738.22429998836, 24748.334699994302, 24758.435399999144, 24768.55299998715, 24778.67649999098, 24788.766699988628, 24798.92899999686, 24809.193099994445, 24819.42970000091, 24829.702599992743, 24839.99739999126, 24850.255299999844, 24860.651999988477, 24870.807399987825, 24880.927899997914, 24891.085600000224, 24901.31439999095, 24911.46239999216, 24921.575799991842, 24931.70069999178, 24941.806299990276, 24951.975999996648, 24962.109999993118, 24972.249999991618, 24982.368699988, 24992.48099999386, 25002.582899993286, 25012.70680000016, 25022.898499999428, 25033.011599996826, 25043.140499998117, 25053.28899998858, 25063.400499988347, 25072.98459998856]","NA","Extended template","0","0","0","yes","1024","[0, -13.0, -22.0, -27.0, -46.0, -59.0, -71.0, -82.0, -108.0, -121.0, -134.0, -159.0, -163.0, -170.0, -175.0, -178.0, -178.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -179.0, -178.0, -174.0, -172.0, -170.0, -167.0, -163.0, -161.0, -159.0, -157.0, -155.0, -155.0, -155.0, -155.0, -155.0, -155.0, -155.0, -157.0, -163.0, -169.0, -174.0, -194.0, -211.0, -228.0, -279.0, -311.0, -331.0, -359.0, -396.0, -411.0, -425.0, -434.0, -440.0, -440.0, -440.0, -440.0, -440.0, -440.0, -440.0, -440.0, -440.0, -440.0]","NA","[0, -12.0, -20.0, -24.0, -37.0, -47.0, -55.0, -61.0, -76.0, -84.0, -92.0, -106.0, -110.0, -114.0, -116.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -119.0, -118.0, -117.0, -115.0, -114.0, -113.0, -111.0, -111.0, -111.0, -111.0, -111.0, -111.0, -111.0, -114.0, -120.0, -125.0, -129.0, -144.0, -156.0, -168.0, -199.0, -217.0, -230.0, -244.0, -267.0, -276.0, -284.0, -290.0, -291.0, -291.0, -291.0, -291.0, -291.0, -291.0, -291.0, -291.0, -291.0, -290.0]","NA"
