"Word","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","color","compensation","coordinates","correct","correct_button_mouse","correct_button_mouse_1","correct_instructions","correct_mouse","correct_mouse_1","correct_response","count_Color","count_Color_1","count_Word","count_Word_1","count_block_loop","count_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_fixation","count_fixation_1","count_instructions","count_logger","count_logger_1","count_mouse","count_mouse_1","count_reset_feedback","count_tester","count_trial_sequence","count_trial_sequence_1","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","initiation_time_mouse_1","live_row","live_row_block_loop","live_row_experimental_loop","logfile","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_mouse_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","response_time_mouse_1","round_decimals","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Color","time_Color_1","time_Word","time_Word_1","time_block_loop","time_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_fixation","time_fixation_1","time_instructions","time_logger","time_logger_1","time_mouse","time_mouse_1","time_reset_feedback","time_tester","time_trial_sequence","time_trial_sequence_1","timestamps_mouse","timestamps_mouse_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","valence","width","xpos_mouse","xpos_mouse_1","ypos_mouse","ypos_mouse_1"
"Mountain","undefined","undefined","undefined","undefined","black","yes","psycho","#00aa00","0","uniform","1","green_button","NA","undefined","1","NA","green_button","0","NA","NA","NA","0","0","0","0","0","0","NA","0","0","NA","0","NA","0","0","0","NA","Thu Oct 13 11:34:28 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action","no","mono","no","18","no","white","no","yes","768","456.1369000002742","456.1369000002742","NA","0","0","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/subject-19.csv","Lentiform Loewenfeld","3.3.12","no","0","green_button","NA","space","green_button","NA","1104.8791001085192","NA","696.8874000012875","1104.8791001085192","NA","2","1024","2","48000","-16","experiment","19","odd","10131.005899980664","NA","NA","NA","8819.794200011529","8819.537400035188","NA","8067.144999979064","8818.777200067416","8915.144499973394","NA","8120.470799971372","11240.184599999338","NA","10131.262200069614","NA","NA","9920.15789996367","8904.99870001804","NA","[10133.251499966718, 10143.594400025904, 10153.967799968086, 10164.388000033796, 10174.70970004797, 10185.006499988958, 10195.30909997411, 10205.659999977797, 10215.990100055933, 10226.284499978647, 10236.681399983354, 10247.146400040947, 10257.526400033385, 10267.847400042228, 10278.142199967988, 10288.423900026828, 10298.832300002687, 10309.180799988098, 10319.478300050832, 10329.873300041072, 10340.286000049673, 10350.636600051075, 10360.960299964063, 10371.281099971384, 10381.536000058986, 10392.102400073782, 10402.38370001316, 10412.935100030154, 10423.631899990141, 10434.074699995108, 10444.422799977474, 10454.701300011948, 10465.066600008868, 10475.380999967456, 10485.732299974188, 10496.359399985522, 10506.69619999826, 10517.093900009058, 10527.40060002543, 10537.759899976663, 10548.106800066307, 10558.403500006534, 10568.692000000738, 10579.01560002938, 10589.388399966992, 10599.810400046408, 10610.159000032581, 10620.4296000069, 10631.168200052343, 10641.441700048745, 10651.720499969088, 10662.012199987657, 10672.292500035837, 10682.589099975303, 10692.877499968745, 10703.163600061089, 10713.471699971706, 10723.79199997522, 10734.100600006059, 10744.444100069813, 10754.944500047714, 10765.310000046156, 10775.614500045776, 10785.951800062321, 10796.341600012966, 10806.878600036725, 10817.151100025512, 10827.509599970654, 10837.772600003518, 10848.051300039515, 10858.331799972802, 10868.59640001785, 10878.99900006596, 10889.496200019494, 10899.757500039414, 10910.127000068314, 10920.42360000778, 10930.861899978481, 10941.189100034535, 10951.495700050145, 10961.75909996964, 10972.027500043623, 10982.547900057398, 10992.821900057606, 11003.370300051756, 11013.959600008093, 11024.262299994007, 11034.538200008683, 11044.830900034867, 11055.10240001604, 11065.489900065586, 11075.849200016819, 11086.125300033018, 11096.538300043903, 11106.94450000301, 11117.269000038505, 11127.624799963087, 11137.946299975738, 11148.233200074174, 11158.590200007893, 11168.959700036794, 11179.850699962117, 11190.279899979942, 11200.735999969766, 11211.040899972431, 11221.415400039405, 11231.754300068133, 11238.130600075237]","NA","Extended template","0","0","0","yes","0","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 41.0, 49.0, 91.0, 112.0, 134.0, 194.0, 222.0, 286.0, 302.0, 312.0, 342.0, 348.0, 354.0, 356.0, 356.0, 357.0, 357.0, 357.0, 357.0, 357.0, 357.0, 357.0, 357.0, 357.0, 358.0, 359.0, 359.0, 360.0, 360.0, 360.0, 360.0, 359.0, 357.0, 357.0, 356.0, 354.0, 347.0, 342.0, 340.0, 337.0, 337.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 12.0, 48.0, 66.0, 123.0, 148.0, 183.0, 242.0, 273.0, 328.0, 353.0, 361.0, 372.0, 374.0, 375.0, 375.0, 375.0, 375.0, 375.0, 374.0, 373.0, 371.0, 370.0, 370.0, 368.0, 367.0, 361.0, 356.0, 344.0, 335.0, 333.0, 331.0, 329.0, 329.0, 327.0, 327.0, 325.0, 320.0, 300.0, 290.0, 286.0, 279.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0, 278.0]","NA"
"Abortion","undefined","undefined","undefined","undefined","black","yes","psycho","#00aa00","0","uniform","1","green_button","NA","undefined","1","NA","green_button","1","NA","NA","NA","0","0","0","0","0","1","NA","0","1","NA","1","NA","0","1","1","NA","Thu Oct 13 11:34:28 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action","no","mono","no","18","no","white","no","yes","768","486.38609994668514","486.38609994668514","NA","1","1","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/subject-19.csv","Lentiform Loewenfeld","3.3.12","no","0","green_button","NA","space","green_button","NA","999.9842999968678","NA","696.8874000012875","999.9842999968678","NA","2","1024","2","48000","-16","experiment","19","odd","12623.101399978623","NA","NA","NA","8819.794200011529","8819.537400035188","NA","8067.144999979064","8818.777200067416","11408.892299979925","NA","8120.470799971372","13626.702000037767","NA","12623.38590004947","NA","NA","12414.151999983005","11400.645600049756","NA","[12624.626700067893, 12635.099400067702, 12645.4117000103, 12656.017199973576, 12666.315300040878, 12676.604000036605, 12686.902799992822, 12697.181500028819, 12707.474800059572, 12717.891999986023, 12728.229000000283, 12738.5290999664, 12748.877600068226, 12759.127800003625, 12769.415399990976, 12779.731100075878, 12790.011500008404, 12800.34950003028, 12810.774200013839, 12821.14230003208, 12831.447900040075, 12841.691300040111, 12851.9867999712, 12862.455300055444, 12872.753500007093, 12883.436599979177, 12893.706800066866, 12904.197499970905, 12914.531699963845, 12924.812600016594, 12935.498100006953, 12946.01309997961, 12956.413600011729, 12966.680400073528, 12976.8664999865, 12987.135200062767, 12997.459399979562, 13007.724600029178, 13018.020699964836, 13028.417499968782, 13038.74160000123, 13049.041699967347, 13059.393899980932, 13069.678600062616, 13080.065899994224, 13090.414099977352, 13100.7382000098, 13111.012800014578, 13121.292300056666, 13131.569599965587, 13142.083000042476, 13152.37090003211, 13162.669699988328, 13173.003299976699, 13183.286700048484, 13193.57680005487, 13203.862400026992, 13214.228500030003, 13224.73070002161, 13235.024800058454, 13245.468300068751, 13255.845200037584, 13266.44729997497, 13276.930600055493, 13287.426499999128, 13297.959899995476, 13308.231399976648, 13318.516800063662, 13329.065500060096, 13339.792600017972, 13350.199899985455, 13360.514000058174, 13370.985500048846, 13381.301400018856, 13391.593500040472, 13401.876399992034, 13412.765100016259, 13423.083700006828, 13433.475999976508, 13443.802200024948, 13454.076200025156, 13464.444200042635, 13474.751600064337, 13485.057500074618, 13495.704200002365, 13506.016300059855, 13516.330400016159, 13526.581799960695, 13536.852800054476, 13547.209199983627, 13557.471600011922, 13567.75829999242, 13578.027800074778, 13588.38560001459, 13598.679900052957, 13608.970500063151, 13619.280899991281, 13624.61100006476]","NA","Extended template","0","0","0","yes","1","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 27.0, 75.0, 92.0, 115.0, 176.0, 212.0, 277.0, 310.0, 334.0, 358.0, 368.0, 383.0, 387.0, 392.0, 393.0, 394.0, 394.0, 395.0, 395.0, 395.0, 395.0, 394.0, 394.0, 393.0, 393.0, 393.0, 393.0, 393.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 7.0, 25.0, 63.0, 83.0, 105.0, 159.0, 190.0, 235.0, 259.0, 273.0, 288.0, 291.0, 294.0, 296.0, 297.0, 298.0, 298.0, 298.0, 298.0, 297.0, 296.0, 293.0, 292.0, 291.0, 289.0, 289.0, 287.0, 287.0, 287.0, 287.0, 287.0, 287.0, 287.0, 287.0, 287.0, 287.0, 288.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0]","NA"
"Dog","undefined","undefined","undefined","undefined","black","yes","psycho","#aa007f","0","uniform","1","violet_button","NA","undefined","1","NA","violet_button","2","NA","NA","NA","0","0","0","0","0","2","NA","0","2","NA","2","NA","0","2","2","NA","Thu Oct 13 11:34:28 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action","no","mono","no","18","no","white","no","yes","768","350.96660000272095","350.96660000272095","NA","2","2","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/subject-19.csv","Lentiform Loewenfeld","3.3.12","no","0","violet_button","NA","space","violet_button","NA","827.8356000082567","NA","696.8874000012875","827.8356000082567","NA","2","1024","2","48000","-16","experiment","19","odd","14992.266500019468","NA","NA","NA","8819.794200011529","8819.537400035188","NA","8067.144999979064","8818.777200067416","13777.982300030999","NA","8120.470799971372","15822.719800053164","NA","14992.508900002576","NA","NA","14783.356999978423","13770.46250004787","NA","[14993.662300053984, 15004.078999976628, 15014.378900057636, 15024.67670000624, 15034.941900055856, 15045.291000045836, 15055.520600057207, 15065.792700042948, 15076.084200059995, 15086.38280001469, 15096.677000052296, 15106.966500054114, 15117.284100037068, 15127.55009997636, 15137.839899980463, 15148.140200064518, 15158.452300005592, 15168.77700004261, 15179.199500009418, 15189.487499999814, 15199.825100018643, 15210.105600068346, 15220.380899962038, 15230.668100062758, 15241.002800059505, 15251.30210001953, 15261.867400025949, 15272.265100036748, 15282.554300036281, 15292.827300028875, 15303.11520001851, 15313.4705000557, 15323.84920003824, 15334.163499996066, 15344.628900056705, 15354.92479999084, 15365.207000053488, 15375.52370002959, 15385.802600067109, 15396.339599974453, 15406.637600040995, 15416.979599976912, 15427.313299966045, 15437.597000040114, 15448.031899984926, 15458.314400049858, 15468.612700002268, 15478.996000019833, 15489.337200066075, 15499.63169998955, 15510.004900046624, 15520.57439996861, 15530.875900061801, 15541.162800043821, 15551.50419997517, 15562.007699976675, 15572.31039996259, 15582.548100035638, 15592.822700040415, 15603.14590006601, 15613.48010005895, 15623.800600063987, 15634.134100051597, 15644.529000041075, 15654.841699986719, 15665.129799977876, 15675.423400010914, 15685.69660000503, 15696.776099968702, 15707.122700056061, 15717.465800000355, 15727.76480007451, 15738.051200052723, 15748.34379996173, 15758.707600063644, 15769.001999986358, 15779.284200049005, 15789.658199995756, 15799.978399998508, 15810.374399996363, 15821.110000018962, 15821.49790006224]","NA","Extended template","0","0","0","yes","0","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.0, -44.0, -71.0, -102.0, -129.0, -160.0, -193.0, -227.0, -258.0, -287.0, -303.0, -321.0, -341.0, -346.0, -350.0, -351.0, -354.0, -359.0, -361.0, -365.0, -367.0, -369.0, -369.0, -369.0, -371.0, -371.0, -371.0, -371.0, -372.0, -372.0, -372.0, -372.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0, -370.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -15.0, -28.0, -43.0, -59.0, -77.0, -102.0, -113.0, -135.0, -162.0, -189.0, -210.0, -227.0, -245.0, -250.0, -256.0, -258.0, -261.0, -265.0, -267.0, -271.0, -273.0, -274.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0, -274.0]","NA"
"Chair","undefined","undefined","undefined","undefined","black","yes","psycho","#aa007f","0","uniform","1","violet_button","NA","undefined","1","NA","violet_button","3","NA","NA","NA","0","0","0","0","0","3","NA","0","3","NA","3","NA","0","3","3","NA","Thu Oct 13 11:34:28 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action","no","mono","no","18","no","white","no","yes","768","445.26970002334565","445.26970002334565","NA","3","3","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/subject-19.csv","Lentiform Loewenfeld","3.3.12","no","0","violet_button","NA","space","violet_button","NA","882.9788999864832","NA","696.8874000012875","882.9788999864832","NA","2","1024","2","48000","-16","experiment","19","odd","17183.667300036177","NA","NA","NA","8819.794200011529","8819.537400035188","NA","8067.144999979064","8818.777200067416","15967.991500045173","NA","8120.470799971372","18070.46720001381","NA","17183.898300048895","NA","NA","16972.720199963078","15960.418100003153","NA","[17185.005599982105, 17195.507199969143, 17205.79539996106, 17216.084400075488, 17226.37739998754, 17236.669400008395, 17247.03009997029, 17257.3626000667, 17267.683700076304, 17278.243400040083, 17288.67480007466, 17298.96040004678, 17309.242199989967, 17319.571000058204, 17329.904600046575, 17340.17009998206, 17350.50780000165, 17360.93389999587, 17371.50890007615, 17381.812100065872, 17392.095700022765, 17402.38149999641, 17412.764800013974, 17423.13050001394, 17433.405500021763, 17443.68739996571, 17454.21510003507, 17464.825200033374, 17475.168199976906, 17485.466800048016, 17495.771300047636, 17506.075700046495, 17516.371099976823, 17526.62640006747, 17536.914200056344, 17547.192999976687, 17557.457400020212, 17567.74970004335, 17578.236400033347, 17588.62389996648, 17599.157999968156, 17609.5657000551, 17619.9864000082, 17630.27530000545, 17640.67240001168, 17651.427900069393, 17661.803400027566, 17672.105300007388, 17682.530499994755, 17692.831499967724, 17703.115100041032, 17713.39709998574, 17723.93680003006, 17734.25950005185, 17744.73959999159, 17755.116400076076, 17765.478700050153, 17775.91540000867, 17786.251400015317, 17796.697100042365, 17807.442700024694, 17817.726099980064, 17828.16160004586, 17838.48100004252, 17848.97649998311, 17859.286100021563, 17869.57960005384, 17879.944800049998, 17890.28340007644, 17900.56259999983, 17911.10500006471, 17921.685100067407, 17932.109500048682, 17942.395100020804, 17952.679399983026, 17962.974300025962, 17973.225299967453, 17983.495000051335, 17993.78150003031, 18004.089700058103, 18014.434000011533, 18024.735799990594, 18035.105500021018, 18045.50140001811, 18055.96140003763, 18066.258699982427, 18067.98449996859]","NA","Extended template","0","0","0","yes","0","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.0, -77.0, -93.0, -128.0, -175.0, -207.0, -255.0, -275.0, -304.0, -330.0, -334.0, -348.0, -356.0, -365.0, -367.0, -369.0, -371.0, -372.0, -374.0, -375.0, -377.0, -377.0, -378.0, -378.0, -378.0, -378.0, -378.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0, -377.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -3.0, -31.0, -41.0, -67.0, -99.0, -120.0, -168.0, -187.0, -204.0, -240.0, -246.0, -258.0, -265.0, -274.0, -276.0, -278.0, -283.0, -284.0, -289.0, -290.0, -291.0, -292.0, -292.0, -292.0, -292.0, -291.0, -290.0, -289.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0, -288.0]","NA"
"Portfolio","undefined","undefined","undefined","undefined","black","yes","psycho","#00aa00","0","uniform","1","green_button","NA","undefined","1","NA","green_button","4","NA","NA","NA","0","0","0","0","0","4","NA","0","4","NA","4","NA","0","4","4","NA","Thu Oct 13 11:34:28 2022","A template containing a practice and an experimental phase","yes","Emotional stroop task.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action","no","mono","no","18","no","white","no","yes","768","392.9798000026494","392.9798000026494","NA","4","4","0","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/subject-19.csv","Lentiform Loewenfeld","3.3.12","no","0","green_button","NA","space","green_button","NA","767.617000034079","NA","696.8874000012875","767.617000034079","NA","2","1024","2","48000","-16","experiment","19","odd","19429.15169999469","NA","NA","NA","8819.794200011529","8819.537400035188","NA","8067.144999979064","8818.777200067416","18212.366600055248","NA","8120.470799971372","20200.740200001746","NA","19429.39760000445","NA","NA","19216.869099996984","18204.64680006262","NA","[19430.57890003547, 19440.987600013614, 19451.277900021523, 19461.61940007005, 19471.90430003684, 19482.19250002876, 19492.493099998683, 19502.814500010572, 19513.17960000597, 19523.50450004451, 19533.805300015956, 19544.68569997698, 19555.15390005894, 19565.499200019985, 19575.798199977726, 19586.09240001533, 19596.378299989738, 19606.669100001454, 19616.971499985084, 19627.55980005022, 19637.89919996634, 19648.271500016563, 19658.58799999114, 19668.887600069866, 19679.18690002989, 19689.495300059207, 19699.7789000161, 19710.076699964702, 19720.343800028786, 19730.68520007655, 19740.976099972613, 19751.26100005582, 19761.543300002813, 19771.866900031455, 19782.255899976008, 19792.599100037478, 19802.91249998845, 19813.21559997741, 19823.55870003812, 19833.953900029883, 19844.428700045682, 19854.84899999574, 19865.148200071417, 19875.43470005039, 19885.73920005001, 19896.020299987867, 19906.310299993493, 19916.594300069846, 19926.947899977677, 19937.5515000429, 19947.845899965614, 19958.200699998997, 19968.569500022568, 19978.8939000573, 19989.20900002122, 19999.51550003607, 20009.78900003247, 20020.14749997761, 20030.479500070214, 20040.757399983704, 20051.150699961, 20061.99529999867, 20072.374499985017, 20082.727100001648, 20093.0459999945, 20103.322600014508, 20113.607299979776, 20124.04779996723, 20134.478299994953, 20144.786200020462, 20155.097700073384, 20165.383100043982, 20175.68540002685, 20186.040500062518, 20196.44289999269, 20198.19590006955]","NA","Extended template","0","0","0","yes","1","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.0, 58.0, 115.0, 143.0, 172.0, 230.0, 259.0, 279.0, 290.0, 296.0, 303.0, 303.0, 303.0, 303.0, 303.0, 303.0, 303.0, 300.0, 302.0, 320.0, 327.0, 337.0, 349.0, 350.0, 350.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 352.0, 352.0]","NA","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 19.0, 34.0, 70.0, 91.0, 106.0, 152.0, 169.0, 187.0, 197.0, 204.0, 208.0, 209.0, 210.0, 210.0, 210.0, 209.0, 209.0, 203.0, 203.0, 204.0, 207.0, 212.0, 218.0, 219.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 218.0, 217.0, 217.0, 217.0, 222.0, 223.0, 223.0]","NA"
